0100014130,116.302458,39.95592
0100012528,116.266162,39.907187
0100012521,116.434705,40.079383
0100012527,116.515781,39.923587
0100012525,116.275704,40.041893
0100012524,116.354973,40.047342
0100015506,116.330814,40.075309
0100015405,116.486679,39.968111
0100015055,116.41448,39.84238
0100015404,116.451081,39.866377
0100015951,116.465632,40.01307
0100015279,116.315301,39.971425
0100015272,116.398122,39.977158
0100015270,116.341718,39.826351
0100015271,116.509123,39.823583
0100015276,116.213378,39.943209
0100015277,116.373466,39.90877
0100015274,116.340156,39.954369
0100019359,116.311943,40.09315
0100014278,116.239234,39.859234
0100019355,116.447396,40.009027
0100014274,116.246617,39.932067
0100019357,116.271661,40.029083
0100014276,116.394335,39.897455
0100014271,116.490425,40.005719
0100014270,116.284392,40.100086
0100019352,116.416668,40.071057
0100018002,116.274075,40.002895
0100018003,116.33835,40.082091
0100013720,116.399993,40.021283
0100013053,116.414982,40.041781
0100013726,116.365594,40.076731
0100018007,116.347295,39.959939
0100018004,116.383287,40.102086
0100018005,116.269627,40.0354
0100018554,116.411119,39.969161
0100018555,116.466912,39.930783
0100018009,116.327715,40.088277
0100018550,116.517055,39.908849
0100018551,116.543497,39.879695
0100018552,116.248237,40.038604
0100018553,116.309575,39.850481
0100011383,116.358858,39.94284
0100011381,116.334278,39.964003
0100011386,116.440685,39.948957
0100011385,116.416064,39.823494
0100011389,116.515199,39.902985
0100014499,116.375208,39.892966
0100014491,116.339535,39.846968
0100014490,116.293691,39.779929
0100014493,116.407212,39.974251
0100014492,116.442857,39.895746
0100014497,116.278962,39.849401
0100014496,116.499898,39.987811
0100010381,116.419485,40.090561
0100010380,116.468928,40.0098
0100010383,116.299209,40.048453
0100010382,116.429711,39.840509
0100010385,116.415087,40.057754
0100010384,116.498203,39.852833
0100010387,116.527147,39.900521
0100010386,116.257249,39.878118
0100017601,116.377475,39.954355
0100017600,116.474459,39.90108
0100017603,116.411553,39.865425
0100012890,116.414779,40.042634
0100017605,116.496519,40.001885
0100012896,116.47905,39.986237
0100012895,116.439089,39.947342
0100012894,116.280879,39.908222
0100017609,116.407699,39.888497
0100017608,116.517809,39.922657
0100012899,116.508328,39.942726
0100012898,116.329454,40.027581
0100010033,116.47445,39.945054
0100010032,116.26013,39.984795
0100010031,116.420103,39.803065
0100010030,116.420761,39.980812
0100010035,116.432282,39.943677
0100010034,116.529905,39.8582
0100010039,116.321719,40.070091
0100012099,116.398835,40.108847
0100012098,116.301017,39.967498
